

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesPerSecond,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,qpSum,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V374917333,1776337546680.644,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,72,0,0,65592,0,270,480,12,12,20,9,12,1,2320,0.067467,12,0.044178999999999996,0.044178999999999996,4,1776337546670.553,0,0,0,1,2426,0.04446,0.00866,3.035,4.738,0,0.076768,9.759849999999998,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337546880.658,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,74,0,0,67338,0,270,480,13,13,20,7,13,1,2384,0.067499,13,0.044178999999999996,0.044178999999999996,4,1776337546798.5881,0,0,0,1,2630,0.044474,0.009101,3.035,4.866,0,0.077319,9.776233999999999,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337546880.658,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,74,0,0,67338,0,270,480,13,13,20,7,13,1,2384,0.067499,13,0.044178999999999996,0.044178999999999996,4,1776337546798.5881,0,0,0,1,2630,0.044474,0.009101,3.035,4.866,0,0.077319,9.776233999999999,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337547080.718,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.006,0,78,0,0,71177,0,270,480,15,15,20,8,15,1,2512,0.06755,15,0.044178999999999996,0.044178999999999996,4,1776337547067.512,0,0,0,1,3041,0.044497999999999996,0.010029,3.035,5.135,0,0.078433,9.812427,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337547080.718,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.006,0,78,0,0,71177,0,270,480,15,15,20,8,15,1,2512,0.06755,15,0.044178999999999996,0.044178999999999996,4,1776337547067.512,0,0,0,1,3041,0.044497999999999996,0.010029,3.035,5.135,0,0.078433,9.812427,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337547280.653,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,80,0,0,73198,0,270,480,16,16,20,7,16,1,2576,0.067572,16,0.044178999999999996,0.044178999999999996,4,1776337547213.413,0,0,0,1,3247,0.044507,0.010695999999999999,3.035,5.281,0,0.07919899999999999,9.833743,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337547280.653,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,80,0,0,73198,0,270,480,16,16,20,7,16,1,2576,0.067572,16,0.044178999999999996,0.044178999999999996,4,1776337547213.413,0,0,0,1,3247,0.044507,0.010695999999999999,3.035,5.281,0,0.07919899999999999,9.833743,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337547480.729,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,83,0,0,75329,0,270,480,17,18,20,8,18,1,2672,0.067634,18,0.044178999999999996,0.044178999999999996,4,1776337547465.771,0,0,0,1,3659,0.044529,0.011522,3.035,5.533,0,0.080203,9.865567,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337547480.729,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,83,0,0,75329,0,270,480,17,18,20,8,18,1,2672,0.067634,18,0.044178999999999996,0.044178999999999996,4,1776337547465.771,0,0,0,1,3659,0.044529,0.011522,3.035,5.533,0,0.080203,9.865567,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337547680.647,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.006,0,84,0,0,76454,0,270,480,17,19,20,7,19,1,2704,0.067656,19,0.044178999999999996,0.044178999999999996,4,1776337547596.656,0,0,0,1,3865,0.044529,0.011974,3.035,5.664,0,0.080702,9.882728,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337547680.647,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.006,0,84,0,0,76454,0,270,480,17,19,20,7,19,1,2704,0.067656,19,0.044178999999999996,0.044178999999999996,4,1776337547596.656,0,0,0,1,3865,0.044529,0.011974,3.035,5.664,0,0.080702,9.882728,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337547880.634,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.006,0,87,0,0,78772,0,270,480,18,21,20,8,21,1,2800,0.067712,21,0.044178999999999996,0.044178999999999996,4,1776337547861.376,0,0,0,1,4268,0.044545,0.012971,3.035,5.929,0,0.081894,9.917881000000001,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337547880.634,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.006,0,87,0,0,78772,0,270,480,18,21,20,8,21,1,2800,0.067712,21,0.044178999999999996,0.044178999999999996,4,1776337547861.376,0,0,0,1,4268,0.044545,0.012971,3.035,5.929,0,0.081894,9.917881000000001,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337548080.657,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.006,0,89,0,0,81107,0,270,480,19,22,20,7,22,1,2864,0.067741,22,0.044178999999999996,0.044178999999999996,4,1776337548002.4622,0,0,0,1,4463,0.044559,0.013488,3.035,6.07,0,0.08247,9.937762000000001,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337548080.657,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.006,0,89,0,0,81107,0,270,480,19,22,20,7,22,1,2864,0.067741,22,0.044178999999999996,0.044178999999999996,4,1776337548002.4622,0,0,0,1,4463,0.044559,0.013488,3.035,6.07,0,0.08247,9.937762000000001,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337548280.677,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.005,0,92,0,0,83492,0,270,480,20,24,20,8,24,1,2960,0.067782,24,0.044178999999999996,0.044178999999999996,4,1776337548266.509,0,0,0,1,4865,0.044567999999999997,0.015198,3.035,6.335,0,0.084288,9.972879,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337548280.677,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.005,0,92,0,0,83492,0,270,480,20,24,20,8,24,1,2960,0.067782,24,0.044178999999999996,0.044178999999999996,4,1776337548266.509,0,0,0,1,4865,0.044567999999999997,0.015198,3.035,6.335,0,0.084288,9.972879,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
