id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,retransmittedBytesSent,retransmittedPacketsSent,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V764202288,1776599986873.683,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2103402,2079,true,0,0,1080,1920,522,24,522,52023,10,7,SV164,0,0,0,1,101487,[object Object],none,1,0,0,3545581341,S3T3,242141,11.407,0,9.975240999999999
OT01V764202288,1776599986873.683,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2103402,2079,true,0,0,1080,1920,522,24,522,52023,10,7,SV164,0,0,0,1,101487,[object Object],none,1,0,0,3545581341,S3T3,242141,11.407,0,9.975240999999999
OT01V764202288,1776599987073.662,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2152319,2129,true,0,0,1080,1920,538,23,538,53223,10,7,SV164,0,0,0,1,104571,[object Object],none,1,0,0,3545581341,S3T3,242141,11.796,0,9.975283
OT01V764202288,1776599987073.662,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2152319,2129,true,0,0,1080,1920,538,23,538,53223,10,7,SV164,0,0,0,1,104571,[object Object],none,1,0,0,3545581341,S3T3,242141,11.796,0,9.975283
OT01V764202288,1776599987273.672,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2220219,2194,true,0,0,1080,1920,552,23,552,54783,10,7,SV164,0,0,0,1,107331,[object Object],none,1,0,0,3545581341,S3T3,246309,12.119,0,9.97533
OT01V764202288,1776599987273.672,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2220219,2194,true,0,0,1080,1920,552,23,552,54783,10,7,SV164,0,0,0,1,107331,[object Object],none,1,0,0,3545581341,S3T3,246309,12.119,0,9.97533
OT01V764202288,1776599987473.748,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2263842,2241,true,0,0,1080,1920,569,24,569,55911,10,7,SV164,0,0,0,1,110699,[object Object],none,1,0,0,3545581341,S3T3,246309,12.445,0,9.975358
OT01V764202288,1776599987473.748,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2263842,2241,true,0,0,1080,1920,569,24,569,55911,10,7,SV164,0,0,0,1,110699,[object Object],none,1,0,0,3545581341,S3T3,246309,12.445,0,9.975358
OT01V764202288,1776599987673.696,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2349904,2322,true,0,0,1080,1920,585,23,585,57855,10,7,SV164,0,0,0,1,113783,[object Object],none,1,0,0,3545581341,S3T3,246309,12.814,0,9.975418999999999
OT01V764202288,1776599987673.696,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2349904,2322,true,0,0,1080,1920,585,23,585,57855,10,7,SV164,0,0,0,1,113783,[object Object],none,1,0,0,3545581341,S3T3,246309,12.814,0,9.975418999999999
OT01V764202288,1776599987873.697,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2381771,2356,true,0,0,1080,1920,600,20,600,58671,10,7,SV164,0,0,0,1,116736,[object Object],none,1,0,0,3545581341,S3T3,246309,13.091,0,9.975437
OT01V764202288,1776599987873.697,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2381771,2356,true,0,0,1080,1920,600,20,600,58671,10,7,SV164,0,0,0,1,116736,[object Object],none,1,0,0,3545581341,S3T3,246309,13.091,0,9.975437
OT01V764202288,1776599988073.683,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2467458,2439,true,0,0,1080,1920,618,21,618,60663,10,7,SV164,0,0,0,1,120230,[object Object],none,1,0,0,3545581341,S3T3,246309,13.503,0,9.975496
OT01V764202288,1776599988073.683,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2467458,2439,true,0,0,1080,1920,618,21,618,60663,10,7,SV164,0,0,0,1,120230,[object Object],none,1,0,0,3545581341,S3T3,246309,13.503,0,9.975496
OT01V764202288,1776599988273.654,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2517309,2490,true,0,0,1080,1920,632,21,632,61887,10,7,SV164,0,0,0,1,122910,[object Object],none,1,0,0,3545581341,S3T3,256705,13.775,0,9.975534999999999
OT01V764202288,1776599988273.654,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2517309,2490,true,0,0,1080,1920,632,21,632,61887,10,7,SV164,0,0,0,1,122910,[object Object],none,1,0,0,3545581341,S3T3,256705,13.775,0,9.975534999999999
OT01V764202288,1776599988473.645,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2605258,2574,true,0,0,1080,1920,652,22,652,63903,10,7,SV164,0,0,0,1,126847,[object Object],none,1,0,0,3545581341,S3T3,256705,14.136,0,9.975622
OT01V764202288,1776599988473.645,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2605258,2574,true,0,0,1080,1920,652,22,652,63903,10,7,SV164,0,0,0,1,126847,[object Object],none,1,0,0,3545581341,S3T3,256705,14.136,0,9.975622
OT01V764202288,1776599988673.631,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2650264,2621,true,0,0,1080,1920,668,22,668,65031,10,7,SV164,0,0,0,1,129917,[object Object],none,1,0,0,3545581341,S3T3,256705,14.449,0,9.975672999999999
OT01V764202288,1776599988673.631,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2650264,2621,true,0,0,1080,1920,668,22,668,65031,10,7,SV164,0,0,0,1,129917,[object Object],none,1,0,0,3545581341,S3T3,256705,14.449,0,9.975672999999999
OT01V764202288,1776599988873.851,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2731972,2698,true,0,0,1080,1920,682,23,682,66879,10,7,SV164,0,0,0,1,132682,[object Object],none,1,0,0,3545581341,S3T3,256705,14.692,0,9.975733
OT01V764202288,1776599988873.851,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2731972,2698,true,0,0,1080,1920,682,23,682,66879,10,7,SV164,0,0,0,1,132682,[object Object],none,1,0,0,3545581341,S3T3,256705,14.692,0,9.975733
OT01V764202288,1776599989073.653,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2772117,2741,true,0,0,1080,1920,698,22,698,67911,10,7,SV164,0,0,0,1,135795,[object Object],none,1,0,0,3545581341,S3T3,256705,15.13,0,9.975769
OT01V764202288,1776599989073.653,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2772117,2741,true,0,0,1080,1920,698,22,698,67911,10,7,SV164,0,0,0,1,135795,[object Object],none,1,0,0,3545581341,S3T3,256705,15.13,0,9.975769
OT01V764202288,1776599989273.679,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2846172,2813,true,0,0,1080,1920,714,22,714,69639,10,7,SV164,0,0,0,1,138841,[object Object],none,1,0,0,3545581341,S3T3,257000,15.403,0,9.975857
OT01V764202288,1776599989273.679,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2846172,2813,true,0,0,1080,1920,714,22,714,69639,10,7,SV164,0,0,0,1,138841,[object Object],none,1,0,0,3545581341,S3T3,257000,15.403,0,9.975857
OT01V764202288,1776599989473.774,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2883918,2854,true,0,0,1080,1920,730,20,730,70623,10,7,SV164,0,0,0,1,141977,[object Object],none,1,0,0,3545581341,S3T3,257000,15.747,0,9.975883999999999
OT01V764202288,1776599989473.774,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2883918,2854,true,0,0,1080,1920,730,20,730,70623,10,7,SV164,0,0,0,1,141977,[object Object],none,1,0,0,3545581341,S3T3,257000,15.747,0,9.975883999999999
OT01V764202288,1776599989673.723,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2967815,2935,true,0,0,1080,1920,748,22,748,72567,10,7,SV164,0,0,0,1,145393,[object Object],none,1,0,0,3545581341,S3T3,257000,16.174,0,9.975942
OT01V764202288,1776599989673.723,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,2967815,2935,true,0,0,1080,1920,748,22,748,72567,10,7,SV164,0,0,0,1,145393,[object Object],none,1,0,0,3545581341,S3T3,257000,16.174,0,9.975942
OT01V764202288,1776599989873.651,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,3001726,2974,true,0,0,1080,1920,765,22,765,73503,10,7,SV164,0,0,0,1,148683,[object Object],none,1,0,0,3545581341,S3T3,257000,16.528,0,9.975968
